=== Portion Estimation Evaluation ===
Veggie Patty: MAE = 0.37g, RMSE = 0.48g
Veggie Pizza: MAE = 0.27g, RMSE = 0.40g
Vermicelli: MAE = 0.46g, RMSE = 0.66g
Wasabi: MAE = 0.32g, RMSE = 0.50g
Watermelon: MAE = 0.27g, RMSE = 0.38g
Wedding Soup: MAE = 0.32g, RMSE = 0.46g
Wendy's Baconator: MAE = 0.28g, RMSE = 0.38g
Wendy's Jr. Bacon Cheeseburger: MAE = 0.39g, RMSE = 0.50g
Wendy's Jr. Cheeseburger: MAE = 0.52g, RMSE = 0.73g
Wendy's Son of Baconator: MAE = 0.43g, RMSE = 0.59g
Wheat Bran: MAE = 0.38g, RMSE = 0.53g
Wheat Germ: MAE = 0.30g, RMSE = 0.39g
Wheat Gluten: MAE = 0.34g, RMSE = 0.45g
Wheat Semolina: MAE = 0.37g, RMSE = 0.54g
Wheat Starch: MAE = 0.39g, RMSE = 0.52g
White Pizza: MAE = 0.49g, RMSE = 0.66g
Whole Grain Noodles: MAE = 0.32g, RMSE = 0.43g
Whole Grain Spaghetti: MAE = 0.34g, RMSE = 0.52g
Whole Grain Wheat: MAE = 0.27g, RMSE = 0.40g
Wholegrain Oat: MAE = 0.39g, RMSE = 0.52g
Whopper: MAE = 0.39g, RMSE = 0.50g
Winter Squash: MAE = 0.47g, RMSE = 0.65g
Yorkshire Pudding: MAE = 0.40g, RMSE = 0.55g
Zinger: MAE = 0.28g, RMSE = 0.36g
Zinger Burger: MAE = 0.55g, RMSE = 0.64g
Ziti: MAE = 0.45g, RMSE = 0.60g
Zucchini: MAE = 0.44g, RMSE = 0.60g

Overall MAE: 0.64g
Overall RMSE: 1.09g
Accuracy within ±10% range: 21.01%
